"Health: immunizations.","Health",,,
"Health.","Health",,,
"Health studios: external defibrillator unit requirements.","Health",,,
"Health services: Sonoma Developmental Center.","Health",,,
"Health professions.","Health",,,
"Health professions workforce: master plan.","Health",,,
"Health professions development: loan repayment.","Health",,,
"Health insurance: unlawful rescission of policy: penalties.","Health","Crime",,
"Health information: health plans.","Health",,,
"Health information technology.","Health","Technology and Communication",,
"Health facility licensing compliance: delegation to local health departments.","Health",,,
"Health facilities: youth athlete heart screenings.","Health","Family and Children Issues",,
"Health facilities: smoking.","Health",,,
"Health facilities: seismic safety.","Health",,,
"Health facilities: security plans.","Health",,,
"Health facilities: psychiatric patient release.","Health",,,
"Health facilities: nursing hours.","Health",,,
"Health facilities: marking patient devices.","Health",,,
"Health facilities: licensure. ","Health","Legal Issues",,
"Health facilities: licensee orientation.","Health","Legal Issues",,
"Health facilities: infections.","Health",,,
"Health facilities: general acute care hospitals.","Health",,,
"Health facilities: fines.","Health","Legal Issues",,
"Health facilities: direct care nurses.","Health",,,
"Health facilities: connection ports.","Health",,,
"Health facilities: congregate living health facilities: children.","Health","Family and Children Issues",,
"Health facilities: chilling or therapeutic hypothermia.","Health",,,
"Health disparities: racial and ethnic populations.","Health","Social Issues",,
"Health care: billing: interest and fees.","Health",,,
"Health care staffing.","Health",,,
"Health care service plans: immunizations.","Health",,,
"Health care programs: provider reimbursement rates. ","Health",,,
"Health care programs: provider reimbursement rates.","Health",,,
"Health care practitioners: peer review.","Health",,,
"Health care practitioners: disclosure of education and office hours.","Health","Education",,
"Health care districts: John C. Fremont Health Care District.","Health",,,
"Health care coverage: utilization review.","Health",,,
"Health care coverage: school-based health care.","Health","Education",,
"Health care coverage: reconstructive surgery: dental and orthodontic services.","Health",,,
"Health care coverage: quality rating.","Health",,,
"Health care coverage: provider contracts.","Health",,,
"Health care coverage: prescriptions: formularies.","Health",,,
"Health care coverage: premium rates.","Health",,,
"Health care coverage: nonprofit charitable organizations.","Health",,,
"Health care coverage: network modification: contracting providers.","Health",,,
"Health care coverage: mammographies.","Health","Sexual Orientation and Gender Issues",,
"Health care coverage: human papillomavirus vaccination.","Health",,,
"Health care coverage: durable medical equipment.","Health",,,
"Health care coverage: diabetes-related complications.","Health",,,
"Health care coverage: denials: premium rates.","Health",,,
"Health care coverage: continuation coverage.","Health",,,
"Health care coverage: claims: prior authorization: mental health.","Health",,,
"Health care coverage: chemotherapy treatment.","Health",,,
"Health care coverage: certified nurse-midwives: direct access.","Health",,,
"Health care coverage: cancer treatment.","Health",,,
"Health care coverage: breast-feeding.","Health","Sexual Orientation and Gender Issues",,
"Health care coverage: benefits.","Health",,,
"Health care coverage: benefit mandates.","Health",,,
"Health care coverage: autism.","Health",,,
"Health care coverage: Cal-Health Act.","Health",,,
"Health and safety: term defined.","Health",,,
"Health and long-term care: frail elderly.","Health","Senior Issues",,
"Health Care Decisions Week.","Health",,,
"Healing arts: outpatient settings.","Health",,,
"Healing arts: osteopathic physicians and surgeons.","Health",,,
"Healing arts: medical practice.","Health",,,
"Healing arts: licensure exemption: immunity from liability.","Health","Legal Issues",,
"Healing arts: licensees.","Health","Legal Issues",,
"Healing arts: discipline.","Health",,,
"Healing arts: database.","Health",,,
"Healing arts: behavioral sciences: licensure.","Health",,,
"Hazardous waste: transportation.","Health","Environmental",,
"Hazardous waste: source reduction.","Health","Environmental",,
"Hazardous waste: management.","Health","Environmental",,
"Hazardous waste: lighting products. ","Health","Environmental",,
"Hazardous waste: identification number.","Health","Environmental",,
"Hazardous waste: identification and regulation.","Health","Environmental",,
"Hazardous waste: generator fees.","Health","Environmental",,
"Hazardous waste: financial assurances.","Health","Environmental",,
"Hazardous waste: electronic waste.","Health","Environmental",,
"Hazardous recreational activities.","Health","Environmental",,
"Hazardous materials: statute of limitations: penalties.","Health","Environmental",,
"Hazardous materials: penalties: allocation.","Health","Environmental",,
"Hazardous materials: nonbiodegradable toxic chemicals.","Health","Environmental",,
"Hazardous materials: motor vehicle brake friction materials.","Health","Environmental",,
"Hazardous materials: methamphetamine laboratories.","Health","Environmental",,
"Hazardous materials: metal plating facilities.","Health","Environmental",,
"Hazardous materials: farms: business plans and inventories.","Health","Environmental",,
"Hazardous materials: children’s jewelry: heavy metals.","Health","Environmental","Family and Children Issues",
"Hazardous materials: chemicals of concern.","Health","Environmental",,
"Hazardous materials: brownfield cleanup: loan or grant program.","Health","Environmental",,
"Hazardous materials: California Land Reuse and Revitalization Act of 2004.","Health","Environmental",,
"Hazardous material: vehicles: mercury-containing switches.","Health","Environmental",,
"Hazardous material: landfill gas.","Health","Environmental",,
"Hazardous Substances Tax Law. ","Health","Environmental",,
"Hate crimes: nooses.","Crime",,,
"Harvey Milk Day: official designation.","Resolutions",,,
"Harbors and ports: San Diego Unified Port District.","Commerce",,,
"Harbors and ports: Monterey Bay and the Bays of San Francisco, San Pablo, and Suisun: pilotage.","Commerce",,,
"Harbors and ports: Monterey Bay and the Bays of San Francisco, San Pablo, and Suisun: pilotage rates.","Commerce",,,
"HIV/AIDS health disparities.","Health","Social Issues",,
"HIV testing: skin punctures.","Health",,,
"HIV and AIDS reporting.","Health",,,
"Gun Safety Board.","Guns",,,
"Gulf of the Farallones and Cordell Bank National Marine Sanctuaries Boundary Modification and Protection Act.","Environmental",,,
"Guide dogs for the blind.","Health",,,
"Guantanamo Bay: detention facility.","Civil Liberties and Civil Rights","Crime","Legal Issues",
"Groundwater: wells, exploratory holes, and other excavations.","Environmental",,,
"Groundwater.","Environmental",,,
"Groundwater management plans: components.","Environmental",,,
"Greenhouse gas: emissions: significant effects.","Environmental",,,
"Greenhouse gas emissions: solid waste.","Environmental",,,
"Greenhouse gas emissions: consumer product labeling. ","Environmental",,,
"Greenhouse gas emissions reduction: agriculture: grant program.","Environmental",,,
"Greenhouse gas credits.","Environmental",,,
"Greatest Generation Memorial Highway.","Transportation",,,
"Graywater systems.","Environmental",,,
"Grand theft: property value threshold.","Crime",,,
"Grand theft: farm crops.","Crime","Agriculture and Food",,
"Grand theft: cargo.","Crime","Commerce",,
"Grand theft.","Crime",,,
"Governmental reorganization: tax functions.","Government Reform",,,
"Governmental linguistics.","Other",,,
"Government tort claims: inverse condemnation.","Legal Issues",,,
"Government tort claims: dentists.","Legal Issues","Health",,
"Government tort claims: charter schools.","Legal Issues","Education",,
"Government tort claims: California State University.","Legal Issues","Education",,
"Government tort claims.","Legal Issues",,,
"Government reorganization: realignment or closure.","Government Reform",,,
"Government practices.","Government Reform",,,
"Government of counties: death benefits.","Municipal and County Issues",,,
"Government liability: special districts: indemnification.","Legal Issues",,,
"Governing boards: pupil members.","Education",,,
"Goods Movement Emission Reduction Program.","Environmental",,,
"Global warming: renewable energy projects: agricultural land.","Environmental",,,
"Global warming potential (GWP): refrigerants.","Environmental",,,
"Gifts for voting.","Campaign Finance and Election Issues",,,
"Gifted and talented pupils: identification. ","Education",,,
"Gift certificates: redemption.","Business and Consumers",,,
"Geothermal resources.","Energy",,,
"Geothermal power projects: section 1603 grant.","Energy",,,
"Geologic hazards: earthquake fault zoning.","Science and Medical Research",,,
"Genocide Awareness and Prevention Month.","Resolutions",,,
"Genetic counselors.","Health",,,
"General obligations bonds. ","Commerce",,,
"General aviation.","Transportation",,,
"General Fund: fines.","Other",,,
"Gender discrimination.","Sexual Orientation and Gender Issues",,,
"Gasoline: vapor recovery systems. ","Environmental","Energy",,
"Gasoline: underground storage tanks.","Energy",,,
"Gas corporations: natural gas production and storage.","Energy",,,
"Gas and electric utility service: master-meter customers.","Energy",,,
"Gangs: recruitment.","Crime",,,
"Gang violence: prevention.","Crime",,,
"Gang violence prevention.","Crime",,,
"Gang recruitment: penalties.","Crime",,,
"Gang injunctions: violations: contempt of court.","Crime","Judiciary",,
"Gambling: moratorium.","Gambling and Gaming",,,
"Gambling: lotteries.","Gambling and Gaming",,,
"Gambling regulation.","Gambling and Gaming",,,
"Gambling establishments: proposition players.","Gambling and Gaming",,,
